Report,NoisyOR_Score,Positive Bigrams,Positive Unigrams,CRSHNMBR,CRSHDATE,CRSHTIME,NTFYHOUR,ONHWY,ONSTR,ATHWY,ATSTR,HWYCLASS,LATDECDG,LONDECDG
"~ON MAY 4, 2019, AT APPROXIMATELY 1:15 AM, UNIT ONE WAS SOUTH BOUND ON ALDERSON ST JUST NORTH OF SATE HWY 29, IN THE VILLAGE OF WESTON. DRIVER OF UNIT ONE STATED THAT HE WAS DRIVING IN THE INSIDE LANE OF SOUTH BOUND ALDERSON ST. DRIVER OF UNIT ONE SAID THAT HE BEGAN TO FALL ASLEEP AS HE WAS APPROACHING THE HWY 29 OVERPASS. DRIVER OF UNIT ONE SAID THAT HE AWOKE AS HE MADE CONTACT WITH CONSTRUCTION BARRELS AND THE PLASTIC, WATER FILLED, BARRICADE BLOCKING THE OUTSIDE LANE OF SOUTH BOUND ALDERSON ST. WHEN POLICE ARRIVED ON SCENE, THE DRIVER OF THE VEHICLE WAS NOT ON SCENE. CONTACT WAS MADE WITH THE DRIVER ON MAY 4, 2019, AT APPROXIMATELY 8:00 PM.~~
",0.99921111,"['construction barrels', 'barrels and', 'with construction']","['construction', 'barrels', 'barricade']",190500547,5/4/2019,115,1,,ALDERSON ST,29,,R CITY,44.89481226,-89.59281913
"~ON THE ABOVE DATE AND TIME, UNIT 1 WAS TRAVELING WESTBOUND ON WEST MAIN STREET NEAR BRANDON STREET IN THE CITY OF WAUPUN, FOND DU LAC COUNTY. OPERATOR OF UNIT 1 CHOSE NOT TO EXPLAIN TO OFFICERS WHAT EXACTLY HAPPENED AND PROVIDED HIS INFORMATION AND LEFT THE SCENE. ACCORDING TO OTHER OPERATORS INVOLVED, UNIT 1 STATED HE LOOKED AWAY AND DID NOT SEE UNIT 2 STOPPED. UNIT 1 STRUCK UNIT 2'S REAR. UNIT 2 THEN STRUCK UNIT 3'S REAR AND THEN UNIT 3 STRUCK UNIT 4'S REAR. UNIT 2 WAS TOWED BY PRISON CITY TOWING DUE TO DISABLING DAMAGE. UNIT 1,3, AND 4 WERE NOT TOWED. UNIT 4'S OPERATOR STATED HE DID NOT OBSERVE ANY DAMAGE TO HIS VEHICLE WHILE ON SCENE. ALL UNITS INVOLVED WERE STOPPED IN TRAFFIC DUE TO THE TRAFFIC BACK UP FROM THE RED STOP LIGHT AT THE ABOVE INTERSECTION. THE ABOVE UNITS WERE MULTIPLE VEHICLES AWAY FROM THE INTERSECTION.~~
",0.999106003,"['3s rear', '4s rear', 'unit 4s', 'unit 3s', '2s rear']",[],190805839,8/16/2019,1418,14,49,W MAIN ST,,BRANDON ST,U STH,43.63319435,-88.74436331
"~UNITS 2 AND 3 WERE SLOWING FOR ANOTHER CRASH IN THE CONSTRUCTION ZONE ON I-94 N/B JUST SOUTH OF CTH KR.  UNIT 1 WAS UNABLE TO STOP IN TIME AND SWERVED TO MISS UNIT 2 STRIKING THE REAR PASSENGER SIDE AND REAR ENDING UNIT 3 IN THE 60O BLOCK OF I-94 N/B.  ALL 3 UNITS CAME TO REST ALONG THE SHOULDER OF I-94.  WI STATE PATROL CASE # FOR THE OTHER CRASH IS 116-8682.~~
",0.999088696,"['construction zone', 'the construction', 'i94 nb', 'zone on']","['construction', 'zone']",190306709,3/23/2019,1341,13,41,,A,7TH ST,R TOWN,42.65697414,-87.95260448
"~UNIT # 1 WAS TRAVELING SOUTHBOUND ON FOURTH STREET. FOURTH STREET WAS CLOSED BETWEEN NORTH STREET AND MIDDLE STREET AND IS BLOCKED OFF WITH TRAFFIC BARRICADES. UNIT #1 DROVE AROUND THE TRAFFIC BARRICADES AND CONTINUED SOUTH. UNIT #1 STRUCK TWO METAL BENCHES THAT WERE BOLTED TO THE GROUND AND SCRAPPED A UTILITY POLE WITH THE FRONT RIGHT PORTION OF THE VEHICLE. THE VEHICLE'S FRONT RIGHT TIRE CAME LOSE AND THE VEHICLE WAS ABANDONED ON THE SIDEWALK JUST WEST OF THE INTERSECTION OF FOURTH STREET AND MIDDLE STREET. AN INVESTIGATION IDENTIFIED THE DRIVER OF THE VEHICLE AS JAY D. HOLLIS M/B DOB 10/15/82. THE INVESTIGATION IS DOCUMENTED IN SPILLMAN UNDER BE1908148~~
",0.99907589,"['barricades and', 'barricades unit', 'traffic barricades', 'was closed', 'blocked off']","['barricades', 'barricades', 'closed']",190213502,2/26/2019,10,2,,FOURTH ST,,MIDDLE ST,U CITY,42.5137672,-89.03796232
"~UNIT 1 WAS LEAVING THE GOODWILL STORE PARKING LOT TRAVELING W/B ACROSS PRAIRIE TO MAKE A LEFT HAND TURN GOING S/B ONTO PRAIRIE. UNIT 2 WAS TRAVELING N/B ON PRAIRIE IN THE LEFT HAND TURN LANE TO TURN LEFT GOING W/B ON ELMWOOD. UNIT 1 DID NOT SEE UNIT 2 DUE TO TRAFFIC AND CONSTRUCTION BARRELS. UNIT 1 COLLIDED INTO UNIT 2 IN THE ROADWAY.~~
",0.999058682,"['barrels unit', 'construction barrels', 'and construction']","['construction', 'barrels']",190603009,6/8/2019,1137,11,G,,,ELMWOOD AVE,U CITY,42.54135816,-89.01165917
"~UNIT 1 WAS LEGALLY PARKED ON ST. MATTHEWS ST. UNIT 2, BASED ON DAMAGE LEFT BEHIND ON UNIT 1, WAS TURNING FROM OAKWOOD AV. ON TO ST MATTHEWS ST. DUE TO DAMAGE LEFT BEHIND IT IS PROBABLE THAT UNIT 2 WAS COMPLETING A RIGHT TURN. WHEN IT SIDE SWIPED UNIT 1. UNIT 2 DID NOT STOP AND LOCATE THE OWNER OF UNIT 1 TO NOTIFY OF CRASH. UNIT 2 IS POSSIBLY A GOLD OR TAN VEHICLE BASED ON THE MINIMAL AMOUNT OF PAINT TRANSFER LEFT ON UNIT 1. THERE IS CONSTRUCTION ONGOING ON OAKWOOD AV. THAT HAS AFFECTED PARKING ABILITY TO RESIDENCES ON OAKWOOD DR. DUE TO THE CONSTRUCTION, INCREASED AMOUNT OF PARKING HAS HAPPENED ON ST MATTHEWS ST. RESULTING IN A MORE NARROW THAN USUAL ROADWAY.~~
",0.999051466,"['is construction', 'the construction']","['construction', 'construction']",190910952,9/30/2019,9999,8,,E ST MATTHEWS ST,,OAKWOOD AVE,U CITY,44.47472115,-88.02351318
"~I-39 SB LEFT LANE WAS CLOSED JUST SOUTH OF ON RAMP FROM HWY. 10E DUE TO CONSTRUCTION.  DUE TO THIS, SB TRAFFIC IN RIGHT LANE WAS BACKED UP.  UNIT 2 WAS TRAVELING ON ON RAMP FROM HWY. 10E TO I-39 SB AND HAD TO SLOW DOWN DUE TO BACKED UP TRAFFIC ON I-39 SB.  UNIT 1 WAS TRAVELING DIRECTLY BEHIND UNIT 2 AND DIDN'T HAVE TIME TO SLOW.  UNIT 1 STRUCK THE REAR OF UNIT 2.  UNIT 1 THEN SLID ACROSS I-39 AND CAME TO REST JUST LEFT OF ROADWAY.~~
",0.998981406,"['construction due', 'to construction', 'was closed', 'i39 sb', 'on i39', 'lane was']","['construction', 'closed']",190709069,7/23/2019,1629,16,39,,10,,R IH,44.52096031,-89.525507
"~UNIT 1 WAS TRAVELING EASTBOUND ON E.M H TOWNLINE RD APPROACHING THE OVERPASS FOR I90/39 SB. AS UNIT 1 TRAVELED UNDERNEATH THE OVERPASS BRIDGE FOR I90/39 A PIECE OF THE BRIDGE FACE DISLODGE FROM THE BRIDGE AND FELL THROUGH THE WINDSHIELD OF UNIT 1. UNIT 1 SUSTAINED DAMAGE TO THE ROOF AND WINDSHIELD DUE TO THE FALLING PIECE OF CONCRETE. UNIT 1 PULLED OVER AND PARKED ON TOWNLINE RD FACING WESTBOUND ON THE GRAVEL SHOULDER.                                                                                                                                                                    *****LUNDA CONSTRUCTION EQUIPMENT WAS DISMANTLING THE BRIDGE AS UNIT 1 WAS TRAVELING UNDER. LUNDA CONSTRUCTION HAS INSURANCE THROUGH ZURICH INSURANCE COMPANY. LUNDA CONSTRUCTION 620 GEBHARDT RD. BLACK RIVER FALLS, WI 54615 715-284-9491.******~~SQ9
",0.998965923,['construction equipment'],"['construction', 'construction', 'construction', 'lunda', 'lunda', 'lunda']",190606508,6/17/2019,740,7,,MH TOWN LINE RD,39,,R TOWN,42.75998729,-89.00530644
"~ALL THREE UNITS WERE TRAVELING NB ON I-41. AFTER VIEWING THE SEMI TRUCKS DASH CAM FOOTAGE. PRIOR TO THE CRASH AND PER THE VIDEO. YOU CAN SEE UNIT 1 CUTTING IN FRONT OF UNIT 2 AS THE LANE ENDS AND TRYING TO GET AROUND TRAFFIC AND DRIVING IN AN AGGRESSIVE MANOR CUTTING IN FRONT OF OTHER VEHICLES AND DRIVING TO CLOSE TO OTHER VEHICLES IN THE SNOW.  UNIT 1 WAS IN FRONT OF UNIT 2 AND 3 AS THEY EXITED THE CONSTRUCTION ZONE AND WENT FROM A ONE LANE ROAD TO A TWO LANE ROAD. UNIT 1 ENTERED LANE 2 AND BEGAN TRAVELING CLOSELY TO THE VEHICLE IN FRONT OF THEM. UNIT 1 THEN QUICK CHANGED LANES INTO LANE 1 STRIKING THE FRONT OF UNIT 2. UNIT 1 WAS PUSHED BACK INTO LANE TWO AND THE STRUCK UNIT 3. AFTER UNIT 3 WAS STRUCK UNIT 2 AND 3 SAFELY PULLED OVER TO THE RIGHT SHOULDER AND NOTIFIED AUTHORITIES. UNIT 1 CONTINUED DRIVING DOWN THE ROAD FAILING TO STOP AFTER CRASHING INTO UNIT 2 AND 3 AND FLEEING THE SCENE.   UNIT 1 WAS LOCATED 7 MILES DOWN THE ROAD WHERE THEY HAD DRIVEN OFF THE ROAD. UNIT 1 SPEED AWAY FROM THE SCENE AND DROVE VEHICLE TO FAST FOR THE SNOW COVERED ROAD AND DROVE INTO THE DITCH.   I SPOKE WITH THE DRIVER OF UNIT 1 AND HE STATED HE HAD HIT A POST ON THE SIDE OF THE ROAD AND SLID OFF THE ROAD. HE STATED THAT HE NEVER CAME IN CONTACT WITH ANOTHER VEHICLE  I CLEARED FROM THAT SCENE AND MADE CONTACT WITH THE DRIVER OF THE UNIT 2 AND HE SHOWED ME THE FOOTAGE FROM THE CAMERA FROM HIS VEHICLE. IT IS CLEAR FROM THE FOOTAGE FROM UNIT 2 THAT UNIT 1 OPERATED HIS VEHICLE IN AN AGGRESSIVE AND RECKLESS MANOR AND THEN FLED THE SCENE AFTER THE CRASH.  A COPY OF UNIT 2'S CAMERA FOOTAGE WILL BE AVAILABLE.~~
",0.998958863,"['construction zone', 'the construction', 'zone and', 'one lane']","['construction', 'zone']",190409638,4/27/2019,1830,19,43,,,SCHROEDER RD,R IH,42.55049506,-88.930751
"~CARS WERE SLOWING AND STOPPING AS THEY ENTERED THE CONSTRUCTION ZONE AHEAD OF UNIT 2. UNIT 2 CAME TO A STOP WHEN UNIT 1 COLLIDED INTO THE BACK DRIVER'S SIDE CORNER OF UNIT 2. UNIT 1 DRIVER INFORMED ME THAT SHE THOUGHT SHE HAD TIME TO GRAB GUM AND WHEN SHE LOOKED ALL UP CARS WERE STOPPING IN FRONT OF HER.~~
",0.998810307,"['construction zone', 'the construction', 'zone ahead']","['construction', 'zone']",190710750,7/31/2019,1302,13,90,,C,,R IH,43.89211496,-91.08451865
"~ON MARCH 22, 2019, AT 1853 I WAS DISPATCHED TO A TWO CAR PROPERTY DAMAGE ONLY CRASH THAT OCCURRED EAST TO THE NORTH ON I-94 THROUGH THE ZOO INTERCHANGE.  UPON ARRIVAL I OBSERVED TWO VEHICLE OUT OF TRAFFIC TO THE RIGHT AND I MADE CONTACT WITH BOTH DRIVERS TO CHECK FOR INJURIES.   UNIT 1 STATED THAT SHE WAS IN THE SECOND LANE TO GO NORTHBOUND AND THAT THE SUN WAS VERY STRONG AND SHE COULDN'T SEE.  SHE THEN CROSSES OVER IN THE NEXT LANE TO THE RIGHT AND HIT THE CAR IN THAT LANE.   UNIT 2 STATED THAT THEY WERE IN THE FAR RIGHT LANE GOING NORTH WHEN THE CAR NEXT TO HIM CAME INTO HIS LANE AND HIT HIS CAR.  HE ALSO STATED THAT THE SUN WAS VERY STRONG.   UPON INVESTIGATION, UNIT 1 WAS TRAVELING EAST TO THE NORTH ON I-94 THROUGH THE ZOO INTERCHANGE AT 45MPH IN LANE 1, UNIT 2 WAS TRAVELING EAST TO THE NORTH ON I-94 AT THE ZOO INTERCHANGE AT 45 MPH IN LANE 2.  UNIT 1 THEN COULD NOT SEE BECAUSE OF THE SUNLIGHT AND DRIFTED OUT OF HER LANE AND INTO LANE 2 WHERE SHE HIT UNIT 2.  UNIT 1 WAS DRIVING IN AN INATTENTIVE MANNER WHICH LEAD TO THE CRASH HAPPENING.   NO INJURIES   NO GOVERNMENT PROPERTY STRUCK   NO TOWS   ASSISTING SQUADS 45~~
",0.99878246,"['squads 45', 'the zoo', 'zoo interchange', 'i94 through']","['zoo', 'zoo', 'zoo']",190307818,3/22/2019,1850,18,,RAMP IH 94 TO IH 41,94,EASTWEST FWY,U CITY,43.02889873,-88.03185929
"~WITNESS WAS WORKING FOR THE CITY WATER DEPT AND HAD JUST GOTTEN DONE SETTING UP BARRICADES AT THIS LOCATION.  WITNESS ADVISED U2 APPEARED TO WANT TO PROCEED PAST THE BARRICADE AND THE WITNESS DIRECTED HIM TO TURN RIGHT ONTO 20TH STREET.  U2 DRIVER ACCORDING TO THE WITNESS APPEARED TO WANT TO GO AROUND THE BARRICADE TOO LIKE U1.  WITNESS ADVISED AFTER U2 STOPPED, U1 WAS GOING TOO FAST AND SLID INTO U1. U2 DRIVER ADVISED HE STOPPED FOR THE BARRICADE AND THE WITNESS AND WAS GOING TO BACK UP AND TURN DOWN 20TH STREET WHEN HE LOOKED IN HIS MIRROR AND OBSERVED U1 BEHIND HIM.  U1 ADVISED HE SLOWED DOWN, HOWEVER WASN'T ABLE TO STOP IN TIME AND REAR ENDED U2.~~
",0.99872784,"['barricades at', 'barricade and', 'setting up', 'the barricade']","['barricades', 'barricade', 'barricade', 'barricade']",190100151,1/2/2019,1018,10,,MAIN ST,,20TH STREET,U CITY,,
"~UNIT 1, TRAVELING NORTHBOUND ON SHADY LANE, COLLIDED WITH A WOODEN CONSTRUCTION BARRICADE AND FLED AFTER STRIKING THE BARRICADE.~~
",0.998694044,"['construction barricade', 'barricade and', 'the barricade']","['construction', 'barricade', 'barricade']",190307371,3/24/2019,1731,17,,SHADY LN,,SAINT THOMAS DR,U CITY,43.18147032,-88.1233322
"~U1 WAS SOUTHBOUND ON CTH G AND PASSED THROUGH THE INTERSECTION WITH GIESE RD. THERE WERE ROAD CLOSED SIGNS STAGGERED ON CTH G FOR CONSTRUCTION FURTHER SOUTH ON THE ROAD.  AS U1 APPROACHED THE ROAD CLOSED SIGNS, U2 WAS NORTHBOUND AND WAS LEFT OF CENTER, ATTEMPTING TO NAVIGATE THROUGH THE STAGGERED SIGNS. U1 AGGRESSIVELY BRAKED, SWERVED TO THE RIGHT, AND ENTERED THE WEST DITCH TO AVOID A COLLISION. U2 STRUCK ONE OF THE ROAD CLOSED SIGNS AND THREW THE SIGN INTO U1. U1 SUSTAINED MINOR DAMAGE FROM THE SIGN AND THEN BECAME STUCK IN THE DITCH. U2 DID NOT STOP, CHECK ON U1, AND FLED THE SCENE.   U1 WAS THEN PULLED FROM THE DITCH BY A LOCAL FARMER/TRACTOR. THERE WAS NO LOAD SPILLAGE FROM U1.~~
",0.99869069,"['for construction', 'closed signs', 'road closed']","['construction', 'closed', 'closed', 'closed']",190607104,6/17/2019,1153,11,G,,,GEISE RD,R CTH,42.57324315,-89.42626675
"~UNIT 2 WAS ENTERING THE WORK ZONE AT MP 61W. UNIT 2 WAS SLOWING FOR THE BACKUP DUE TO THE WORK ZONE. UNIT 1 WAS FOLLOWING TOO CLOSE AND STRUCK UNIT 2 IN THE REAR. UNIT 1 DRIVER WAS TRAPPED AND EXTRICATED. UNIT 1 DRIVER WAS FLOWN TO MARSHFIELD CLINIC IN MARSHFIELD FOR TREATMENT OF INJURIES. UNIT 2 DRIVER WAS NOT INJURED.~~
",0.998653389,"['work zone', 'the work', 'zone at', 'zone unit', 'the backup']","['zone', 'zone']",190401461,4/8/2019,1649,16,90,,80,E BRIDGE ST,R IH,43.88295667,-90.14701133
"~ON THE ABOVE DATE, UNIT 1 WAS ATTEMPTING TO MERGE INTO THE CENTER N/B LANE.  SHE WAS DOING THIS BECAUSE THE LANE SHE WAS IN WAS CLOSED FOR CONSTRUCTION.  UNIT 2 WAS IN THE CENTER LANE AND HAD BEEN IN THAT LANE.  UNIT 1 SAID SHE MADE THE LANE CHANGE AND HIT UNIT 2.  UNIT 1 SAID SHE THOUGHT SHE WAS PAST UNIT 2.  END   AXON ON.~~
",0.998599812,"['for construction', 'construction unit', 'was closed', 'closed for']","['construction', 'closed']",190804111,8/12/2019,1409,14,47,N RICHMOND ST,,W LINDBERGH ST,U STH,44.28417267,-88.41578462
"~ON 06-12-19 AT APP. 1214, OFFICERS WERE DISPATCHED TO A REPORTED 2 CAR ACCIDENT NEAR THE INTERSECTION OF HWY 107 AND COUNCIL GROUNDS DR IN THE CITY OF MERRILL.  ON ARRIVAL I MET WITH BOTH DRIVERS.  DRIVER OF UNIT #1 STATED THAT SHE WA SOUTHBOUND ON 107 WHEN SHE NOTICED UNIT #2 START TO TURN TO THEIR LEFT TO AN ACCESS ROAD. DRIVER OF #1 STATED THAT SHE SWERVED HER CAR TO THE RIGHT AND AS A RESULT SUSTAINED A HIT TO THE DRIVER SIDE REAR OF THE VEHICLE.  DRIVE OF #2 STATED THAT HE WAS ON HIS WAY TO WORK AT THE STATE PARK WHEN HE NOTICED THE CONSTRUCTION ON THE ROAD WAY FOR WHICH HE WAS HEADED.  WITHOUT LOOKING FOR ONCOMING TRAFFIC, HE TURNED TO MAKE A LEFT HAND TURN ONTO THE ACCESS ROAD AND HIT #1.  AGAIN HE WAS FOCUSED ON THE CONSTRUCTION AND NOT TRAFFIC.~~
",0.998593403,"['the construction', 'construction and', 'construction on']","['construction', 'construction']",190609116,6/12/2019,1214,12,,NORTHWEST CORNER,107,,U CITY,45.19242193,-89.73375295
"~I WAS DISPATCHED TO A POSSIBLE OWI/CRASH SB I41 AT OKLAHOMA AVE.  UPON ARRIVAL I OBSERVED A DIRECTIONAL SIGN BOARD DESTROYED ON ITS SIDE BEHIND THE RIGHT GM WALL ALONG WITH TWO ORANGE BARRELS ON THEIR SIDE AND MULTIPLE CAR PARTS INCLUDING AN INFINITY HOOD ORNAMENT.   A WITNESS STATED HE OBSERVED THE ABOVE VEHICLE STRIKE THE LEFT GM WALL AND THEN COME ACROSS ALL, 3 LANES OF TRAFFIC AND STRIKE THE SIGN BOARD.  THE VEHICLE CONTINUED SB AND THE WITNESS FOLLOWED.  THE VEHICLE LATER STOPPED IN A PARKING LOT AND CHECKED THE DAMAGE.  THE OPERATOR OF UNIT 1 HAD NO STATEMENT  UPON INVESTIGATION UNIT 1 WAS TRAVELING SB ON I41 AND STRUCK THE MEDIAN GM WALL AND THEN CAME ACROSS THE 3 TRAFFIC LANES AND STRUCK THE SIGN BOARD WARNING DRIVERS TO MOVE OVER FOR UPCOMING CONSTRUCTION.~~X SQ 57
",0.998546743,"['orange barrels', 'barrels on', 'two orange', 'sign board']","['barrels', 'orange']",190708086,7/26/2019,200,2,41,USH 45,NN,W OKLAHOMA AVE,U CITY,42.98765924,-88.03865096
"~ON THE ABOVE DATE/TIME UNIT 1 WAS TRAVELING EASTBOUND AT THE ABOVE LOCATION WHEN IT CRASHED THROUGH A WOODEN TRAFFIC BARRICADE INDICATING ROAD CLOSURE. THE BARRICADE WAS DESTROYED.~~
",0.998516215,"['closure the', 'indicating road', 'the barricade']","['closure', 'barricade', 'barricade']",190202859,2/10/2019,800,8,21,,Z,,R STH,44.03933372,-89.93764257
"~UNIT 1 MADE A LEFT TURN FROM STH 20 ONTO THE N/B I-41 ON RAMP. AS IT WAS GOING STRAIGHT ON TEH RAMP IT VEERED TO THE RIGHT STRIKING UNIT #2 WHICH WAS LEGALLY PARKED ON TEH SHOULDER OFF THE ROADWAY WITH A PORTABLE MESSAGE SIGN AND THREE ORANGE CONSTRUCTION BARRELS BEHIND IT. UNIT #1 OPERATOR FELL OFF ON THE SHOULDER OF THE ROADWAY AND THE MOTORCYCLE WAS ON ITS SIDE  ON THE SHOULDER OF THE ROADWAY.~~
",0.998513993,"['construction barrels', 'orange construction', 'a portable']","['construction', 'barrels', 'orange', 'portable']",190809358,8/31/2019,101,1,41,,20,,U CITY,42.72608701,-87.952684
"~ON 2/9/19 I WAS WORKING IN MY OFFICIAL CAPACITY AS A POLICE OFFICER FOR THE CITY OF MADISON WHEN I WAS DISPATCHED TO 110 N PATERSON ST FOR REPORTS OF AN OWI CRASH.  UPON ARRIVAL ON SCENE I OBSERVED A VEHICLE BEARING LICENSE PLATE 412WSL THAT HAD CRASHED INTO A TREE ON THE SIDE OF THE ROAD.  UNIT 1 WAS DRIVING NORTHBOUND ON PATERSON ST WHEN HE NOTICED THE ROAD WAS CLOSED FOR CONSTRUCTION.  THE ROADS WERE ICY AND UNIT 1 ATTEMPTED TO SLAM ON HIS BREAKS.  UNIT 1 THEN DEVIATED FROM HIS LANE, WENT UP ONTO THE CURB AND STRUCK A TREE.  AIRBAG WAS DEPLOYED BUT UNIT 1 HAD NO INJURIES.  SFST'S WERE CONDUCTED AND UNIT 1 DRIVER WAS PLACED UNDER ARREST.  UNIT 1 WAS CITED FOR LANE DEVIATION, OPERATING UNDER THE INFLUENCE, AND OPERATING WITH PAC.  DRIVER BLEW A .12.~~
",0.998510359,"['for construction', 'construction the', 'was closed', 'closed for']","['construction', 'closed']",190207112,2/9/2019,232,2,,S PATERSON ST,,E MAIN ST,U CITY,43.08126636,-89.37199317
"~UNIT 1 WAS TRAVELING WEST BOUND US 12 W BELTLINE HWY, TOWN OF MADISON, DANE COUNTY, WI.  UNIT 2 WAS TRAVELING WEST BOUND US 12 W BELTLINE HWY IN THE LANE ON THE PASSENGER SIDE OF UNIT 1.  ROAD WORK (NOT CURRENTLY ACTIVE DURING INCIDENT) HAD LANES SHIFTED THUS USING THE SHOULDER OF THE ROAD AS A LANE.  UNIT 2 STRUCK UNIT 1 ON THE PASSENGER SIDE OF THE VEHICLE AS THE LANES SHIFTED.  OPERATOR OF UNIT 2 STATED HE BELIEVED HIS LANE CAME TO AN END AND SIGNALED TO CHANGE LANES.  OPERATOR OF UNIT 2 STATED HE LOOKED BUT DID NOT SEE UNIT 1.  OPERATOR OF UNIT 2 STATED HE BELIEVED THE LANE WAS CLEAR.  OPERATOR OF UNIT 1 STATED SHE FOLLOWED THE LANE SHIFT AND UNIT 2 DID NOT.  OPERATOR OF UNIT 1 STATED UNIT 2 STRUCK HER ON THE PASSENGER SIDE OF THE VEHICLE.~~
",0.998503109,"['lanes shifted', 'lane shift', 'road work', 'lane was']",['active'],190705077,7/18/2019,952,9,12,,,TODD DR,R STH,43.0351553,-89.41603175
"~ON 05/31/2019, AT 04:52 HOURS, I RESPONDED TO A TWO VEHICLE CRASH ON S. 17TH AVENUE JUST PRIOR TO WEST STREET. UPON ARRIVAL, BOTH DRIVERS WERE IDENTIFIED USING THEIR WISCONSIN DRIVERS LICENSES. AFTER INTERVIEWING BOTH DRIVERS I CONCLUDED THE FOLLOWING. UNIT 1 WAS TRAVELING SOUTH ON S. 17TH AVENUE BEHIND UNIT 2 IN THE WEST LANE. UNIT 2 SLOWED FOR TRAFFIC TO MERGE INTO THEIR LANE PRIOR TO A CONSTRUCTION ZONE. UNIT 1 WAS FOLLOWING UNIT 2 TOO CLOSELY AND WAS NOT ABLE TO SLOW DOWN IN TIME. UNIT 1 REAR ENDED UNIT 2 CAUSING THE CRASH. UNIT 1 WAS CITED FOR FOLLOWING AN AUTOMOBILE TOO CLOSELY. END OF REPORT.~~
",0.998419318,"['construction zone', 'a construction', 'zone unit']","['construction', 'zone']",190511530,5/31/2019,1650,16,,S 17TH AVE,,WEST ST,U CITY,44.95442377,-89.65555128
"~UNIT 1 WAS TRAVELING E/B ON W. GREENFIELD AV. APPROACHING S. 37TH ST. UNIT 2 WAS TRAVELING S/B ON S. 37TH ST. APPROACHING W. GREENFIELD AV. UNIT 2 BEGAN TO ENTER THE INTERSECTION OF W. GREENFIELD AV. AT WHICH TIME UNIT 1 SWERVED AND COLLIDED WITH A CURB CAUSING DISABLING DAMAGE. DRIVER OF UNIT 1 STATED THAT UNIT 2 BEGAN TO ENTER THE INTERSECTION AND TO AVOID CAUSING A COLLISION UNIT 1 SWERVED, COLLIDING WITH A CURB. RIGHT REAR PASSENGER COMPLAINED OF PAIN TO THE RIBS. DRIVER OF UNIT 2 STATED THAT HE HAD STOPPED FOR THE STOP SIGN AT W. GREENFIELD AV. AND SLOWLY ENTERED THE INTERSECTION TO CHECK IF IT WAS CLEAR TO PROCEED. DRIVER OF UNIT 2 STATED THAT HE BEGAN TO PROCEED AT WHICH TIME UNIT 1 SWERVED AND COLLIDED WITH A CURB.  DRIVER OF UNIT 2 STATED HE HAD NOT REACHED THE CENTER LINE OF W. GREENFIELD AV. AT THE TIME UNIT 1 SWERVED. DRIVER OF UNIT 2 CLAIMED UNIT 1 WAS TRAVELING AT APPROXIMATELY 50MPH IN A 30MPH ZONE. WIT: CARRAO STATED THAT HE WAS TRAVELING E/B ON W. GREENFIELD AV. APPROACHING S. 37TH ST. DIRECTLY BEHIND UNIT 1. CARRAO STATED THAT UNIT 2 (SCHOOL BUS) ENTERED THE INTERSECTION, FORCING UNIT 1 TO SWERVE WHICH RESULTED IN THE COLLISION WITH THE CURB. CARRAO STATED THAT HE ESTIMATED HIS SPEED TO BE 30-35MPH AND UNIT 1 WHICH WAS IN FRONT OF HIM WAS AT THE SAME PACE.~~
",0.998404879,[],"['carrao', 'carrao', 'carrao', 'zone']",190102540,1/4/2019,1500,15,,W GREENFIELD AVE,,S 37TH ST,U CITY,43.01686926,-87.96022797
"~UNIT'S 1 AND 2 ARE BOTH TRAVELING S/B IN THE 300BLK OF S. 108TH ST.  UNIT #1 IS TRAVELING IN LANE ONE AND UNIT #2 IS TRAVELING IN LANE TWO.  WHILE TRAVELING S/B,  LANE ONE IS CLOSED DUE TO CONSTRUCTION AND ALL VEHICLES MUST MERGE INTO LANE TWO.  UNIT #1 GOES TO MERGE INTO LANE 2 AND DOES NOT SEE UNIT #2 AND COLLIDES WITH IT.~~
",0.998379444,"['to construction', 'construction and', 'closed due', 'is closed']","['construction', 'closed']",190904782,9/18/2019,1106,11,100,S 108TH ST,,S 108TH ST,U STH,43.02484585,-88.04725289
